epoch,seed,predictor_type,train_loss
65,1,cnn,15130.647725423178
66,1,cnn,14800.192947387695
67,1,cnn,14665.73031616211
68,1,cnn,14473.93381245931
69,1,cnn,14209.106694539389
70,1,cnn,13906.51254272461
71,1,cnn,13772.275319417318
72,1,cnn,13724.650230407715
73,1,cnn,13502.386367797852
74,1,cnn,13138.345036824545
75,1,cnn,13061.33667755127
76,1,cnn,12918.998402913412
77,1,cnn,12547.59344736735
78,1,cnn,12450.556177775064
79,1,cnn,12152.355077107748
80,1,cnn,12013.698214213053
81,1,cnn,11873.719703674316
82,1,cnn,11628.216954549154
83,1,cnn,11306.46785736084
84,1,cnn,11195.82847849528
85,1,cnn,10851.90695699056
86,1,cnn,10637.26065826416
87,1,cnn,10553.9693069458
88,1,cnn,10383.085164388021
89,1,cnn,10141.487098693848
90,1,cnn,9999.483352661133
91,1,cnn,9942.51895904541
92,1,cnn,9759.121142069498
93,1,cnn,9571.283391316732
94,1,cnn,9463.901776631674
95,1,cnn,10968.453315734863
96,1,cnn,11072.127924601236
97,1,cnn,10065.647165934244
98,1,cnn,9449.671994527182
99,1,cnn,9217.364941914877
100,1,cnn,9047.309176127115
101,1,cnn,9975.691543579102
102,1,cnn,9103.760157267252
103,1,cnn,8722.276428222656
104,1,cnn,8803.590840657553
105,1,cnn,8569.54328918457
106,1,cnn,8364.76146443685
107,1,cnn,8209.897959391275
108,1,cnn,8236.795941670736
109,1,cnn,8229.995463053385
110,1,cnn,7893.431579589844
111,1,cnn,7983.782819112142
112,1,cnn,7786.189399719238
113,1,cnn,7327.935989379883
114,1,cnn,6929.266408284505
115,1,cnn,6807.159917195638
116,1,cnn,6855.64501953125
117,1,cnn,6531.025726318359
118,1,cnn,6475.61161549886
119,1,cnn,6377.757797241211
120,1,cnn,6366.193801879883
121,1,cnn,6089.003125508626
122,1,cnn,6023.584264119466
123,1,cnn,5818.5678151448565
124,1,cnn,5717.46723429362
125,1,cnn,5553.433481852214
126,1,cnn,5646.526552836101
127,1,cnn,5499.67915725708
128,1,cnn,5325.846146901448
129,1,cnn,5486.574752807617
130,1,cnn,5395.229736328125
131,1,cnn,5017.605929056804
132,1,cnn,4844.261049906413
133,1,cnn,4762.1391042073565
134,1,cnn,4683.271550496419
135,1,cnn,4603.142218271892
136,1,cnn,4519.343948364258
137,1,cnn,4512.2844975789385
138,1,cnn,4451.3667729695635
139,1,cnn,4482.48311106364
140,1,cnn,4344.417388916016
141,1,cnn,4559.32251103719
142,1,cnn,4359.13261159261
143,1,cnn,4238.1188405354815
144,1,cnn,4109.792218526204
145,1,cnn,4067.7524503072104
146,1,cnn,4143.455139160156
147,1,cnn,4391.7647794087725
148,1,cnn,4023.7209116617837
149,1,cnn,3923.00794728597
150,1,cnn,3984.3657887776694
151,1,cnn,3614.1371625264487
152,1,cnn,3621.914679209391
153,1,cnn,3446.9015986124673
154,1,cnn,3448.139005025228
155,1,cnn,3634.1054763793945
156,1,cnn,3712.3577321370444
157,1,cnn,3915.4819374084473
158,1,cnn,3819.5527064005532
159,1,cnn,3964.7886123657227
160,1,cnn,3509.15692392985
161,1,cnn,3852.131922403971
162,1,cnn,3387.8745752970376
163,1,cnn,3661.1400858561196
164,1,cnn,3734.0248387654624
165,1,cnn,7591.754397074382
166,1,cnn,5564.7667897542315
167,1,cnn,8015.628723144531
168,1,cnn,7528.611689249675
169,1,cnn,7055.95388285319
170,1,cnn,187812.59452311197
171,1,cnn,2452820.115386963
172,1,cnn,385376562.01243085
173,1,cnn,2971966606.177897
174,1,cnn,21884080922.257282
175,1,cnn,20222304124.06665
176,1,cnn,25031201265.569702
177,1,cnn,23278765421.35309
178,1,cnn,1224609483.10966
179,1,cnn,1959786171.044881
180,1,cnn,5742959400.180217
181,1,cnn,9329653450.567465
182,1,cnn,521090303.90743
183,1,cnn,961212524.8968912
184,1,cnn,134145842.68766277
185,1,cnn,164760820.00724283
186,1,cnn,154785439.76501465
187,1,cnn,37231839.05228678
188,1,cnn,26212651.38232422
189,1,cnn,9414142.983683268
190,1,cnn,5675610.0745442705
191,1,cnn,4668151.117675781
192,1,cnn,1726821.4388834636
193,1,cnn,1257448.7850341797
194,1,cnn,3149220.5931396484
195,1,cnn,3844141.1013590493
196,1,cnn,2113870.762898763
197,1,cnn,1989473.4413655598
198,1,cnn,1342267.14453125
199,1,cnn,1245890.7437337239
200,1,cnn,1880759.9178059895
1,2,cnn,17429229.76835124
2,2,cnn,112122.89990234375
3,2,cnn,33151.6787516276
4,2,cnn,31822.472290039062
5,2,cnn,31088.09619140625
6,2,cnn,29448.04130045573
7,2,cnn,24397.626759847004
8,2,cnn,22352.40732828776
9,2,cnn,21569.31034342448
10,2,cnn,20411.294967651367
11,2,cnn,19431.25673421224
12,2,cnn,18601.755289713543
13,2,cnn,18181.940195719402
14,2,cnn,17929.396845499676
15,2,cnn,17672.171630859375
16,2,cnn,17580.241841634113
17,2,cnn,17409.742802937824
18,2,cnn,17223.881739298504
19,2,cnn,17392.3843943278
20,2,cnn,17130.92739359538
21,2,cnn,17084.196833292644
22,2,cnn,17054.156135559082
23,2,cnn,16755.0633392334
24,2,cnn,16706.384150187176
25,2,cnn,16691.86129252116
26,2,cnn,16715.696662902832
27,2,cnn,16709.655192057293
28,2,cnn,18470.721605936687
29,2,cnn,20857.275115966797
30,2,cnn,17136.439392089844
31,2,cnn,16708.120412190754
32,2,cnn,16492.669306437176
33,2,cnn,16352.372871398926
34,2,cnn,16238.847829182943
35,2,cnn,16143.028732299805
36,2,cnn,16026.860343933105
37,2,cnn,15944.554565429688
38,2,cnn,15851.05404917399
39,2,cnn,15727.13084157308
40,2,cnn,15537.075553894043
41,2,cnn,15438.810119628906
42,2,cnn,15340.631612141928
43,2,cnn,15374.78737894694
44,2,cnn,15187.070348103842
45,2,cnn,14971.101750691732
46,2,cnn,15130.93310292562
47,2,cnn,15259.31305440267
48,2,cnn,15143.96068318685
49,2,cnn,14529.282424926758
50,2,cnn,14424.906842549643
51,2,cnn,14309.918512980143
52,2,cnn,14270.527776082357
53,2,cnn,13687.405815124512
54,2,cnn,13392.9377784729
55,2,cnn,13334.949211120605
56,2,cnn,13303.815670013428
57,2,cnn,12955.440224965414
58,2,cnn,12860.79177983602
59,2,cnn,12684.372647603353
60,2,cnn,12520.926095326742
61,2,cnn,12316.975593566895
62,2,cnn,12019.018255869547
63,2,cnn,11691.386852264404
64,2,cnn,11489.406786600748
65,2,cnn,11408.845123291016
66,2,cnn,11580.884033203125
67,2,cnn,11534.069539388021
68,2,cnn,11013.603642781576
69,2,cnn,10441.422080993652
70,2,cnn,10137.44493230184
71,2,cnn,9597.500788370768
72,2,cnn,9257.125940958658
73,2,cnn,8860.800247192383
74,2,cnn,8921.518539428711
75,2,cnn,8718.928949991861
76,2,cnn,8113.890576680501
77,2,cnn,7587.2149658203125
78,2,cnn,7157.25639851888
79,2,cnn,6639.980829874675
80,2,cnn,6318.256479899089
81,2,cnn,6233.542524973552
82,2,cnn,6575.490740458171
83,2,cnn,6021.662325541179
84,2,cnn,5494.941668192546
85,2,cnn,5150.326446533203
86,2,cnn,4846.7123616536455
87,2,cnn,4600.656077067058
88,2,cnn,4471.801044464111
89,2,cnn,4356.808787027995
90,2,cnn,4224.666016896565
91,2,cnn,4151.072138468425
92,2,cnn,3852.80558458964
93,2,cnn,3643.9197947184243
94,2,cnn,3414.5746059417725
95,2,cnn,3272.718941370646
96,2,cnn,3313.33953221639
97,2,cnn,3698.968288421631
98,2,cnn,3529.6249141693115
99,2,cnn,3414.0579249064126
100,2,cnn,3557.579360961914
101,2,cnn,3126.736784617106
102,2,cnn,2838.4818687438965
103,2,cnn,2981.1414388020835
104,2,cnn,3089.1005643208823
105,2,cnn,2991.1430473327637
106,2,cnn,2833.5682474772134
107,2,cnn,2633.7296829223633
108,2,cnn,2639.0590616861978
109,2,cnn,2410.0154616038003
110,2,cnn,2051.854783376058
111,2,cnn,1913.1070963541667
112,2,cnn,1782.6466827392578
113,2,cnn,1769.52765528361
114,2,cnn,2087.292376200358
115,2,cnn,2271.871726989746
116,2,cnn,2470.4202995300293
117,2,cnn,1865.826623916626
118,2,cnn,1931.080618540446
119,2,cnn,1863.997807820638
120,2,cnn,1701.3252792358398
121,2,cnn,2200.9062410990396
122,2,cnn,2089.3231366475425
123,2,cnn,1900.3505516052246
124,2,cnn,3401.5916748046875
125,2,cnn,4253.11159769694
126,2,cnn,3431.2218297322593
127,2,cnn,2631.2580922444663
128,2,cnn,1944.972376505534
129,2,cnn,1559.8676586151123
130,2,cnn,1471.4942741394043
131,2,cnn,1243.9391288757324
132,2,cnn,1070.9284051259358
133,2,cnn,1018.8134536743164
134,2,cnn,1017.3318824768066
135,2,cnn,1011.211732228597
136,2,cnn,913.5723552703857
137,2,cnn,918.2989126841227
138,2,cnn,1123.3407974243164
139,2,cnn,1273.3164914449055
140,2,cnn,1181.895793279012
141,2,cnn,1524.856928507487
142,2,cnn,1275.656805674235
143,2,cnn,887.118968963623
144,2,cnn,873.2771250406901
145,2,cnn,1170.138516108195
146,2,cnn,1119.9379278818767
147,2,cnn,868.115665435791
148,2,cnn,705.998945236206
149,2,cnn,1059.3692366282146
150,2,cnn,1082.1037972768147
151,2,cnn,1379.9894727071126
152,2,cnn,1354.030486424764
153,2,cnn,1918.606288909912
154,2,cnn,2432.5223999023438
155,2,cnn,1889.5342636108398
156,2,cnn,1787.0777269999187
157,2,cnn,1877.8896306355794
158,2,cnn,1515.0738506317139
159,2,cnn,2000.3479410807292
160,2,cnn,2225.959154764811
161,2,cnn,1576.4125022888184
162,2,cnn,1479.7189623514812
163,2,cnn,1551.6121285756428
164,2,cnn,1431.0837103525798
165,2,cnn,1297.873514175415
166,2,cnn,954.2827212015787
167,2,cnn,888.4792257944742
168,2,cnn,904.6736818949381
169,2,cnn,1079.187416712443
170,2,cnn,945.3341636657715
171,2,cnn,724.2747929890951
172,2,cnn,667.4469617207845
173,2,cnn,707.9069735209147
174,2,cnn,820.3343359629313
175,2,cnn,760.8727038701376
176,2,cnn,744.9887396494547
177,2,cnn,976.095884958903
178,2,cnn,1504.3074502944946
179,2,cnn,2686.4394327799478
180,2,cnn,3910.641773223877
181,2,cnn,169551.97043100992
182,2,cnn,65052139.247111
183,2,cnn,53513284833.64364
184,2,cnn,1134390112.9682617
185,2,cnn,152549722.54707846
186,2,cnn,85863195.62589519
187,2,cnn,96733950.42045085
188,2,cnn,3467735.456705729
189,2,cnn,11754868.274983725
190,2,cnn,10206109.17211914
191,2,cnn,9764119.71537272
192,2,cnn,1348333.8618164062
193,2,cnn,709240.8273111979
194,2,cnn,1832048.6665852864
195,2,cnn,2045465.9778238933
196,2,cnn,1362860.555460612
197,2,cnn,349953.9735514323
198,2,cnn,294432.6249593099
199,2,cnn,558278.75390625
200,2,cnn,694756.0301920573
